new,1.0
trump,0.4033333333333333
dies,0.33666666666666667
donald,0.29
york,0.2866666666666667
new york,0.28
donald trump,0.27666666666666667
china,0.25333333333333335
deal,0.24333333333333335
iran,0.24
says,0.23
clinton,0.22333333333333333
obama,0.19666666666666666
police,0.18666666666666668
hillary clinton,0.18
hillary,0.18
debate,0.16666666666666666
news,0.16333333333333333
man,0.16
isis,0.15666666666666668
case,0.15
president,0.15
city,0.14666666666666667
death,0.14333333333333334
world,0.13666666666666666
state,0.13666666666666666
life,0.13333333333333333
takes,0.13
million,0.12666666666666668
court,0.12333333333333334
bush,0.12333333333333334
shooting,0.12333333333333334
killed,0.11666666666666667
art,0.11666666666666667
south,0.11666666666666667
plan,0.11333333333333333
american,0.11
mets,0.11
women,0.11
home,0.10666666666666667
republican,0.10666666666666667
black,0.10333333333333333
war,0.10333333333333333
festival,0.1
school,0.1
long,0.1
house,0.1
summer,0.1
brooklyn,0.1
california,0.1
