new,1.0
title,0.7216494845360825
article,0.5463917525773195
article title,0.5360824742268041
editorial article title,0.35051546391752575
editorial,0.35051546391752575
editorial article,0.35051546391752575
woman,0.30927835051546393
notes,0.30927835051546393
business,0.29896907216494845
killed,0.28865979381443296
steamships,0.26804123711340205
year,0.26804123711340205
death,0.25773195876288657
city,0.24742268041237114
foreign,0.23711340206185566
news,0.2268041237113402
cleveland,0.21649484536082475
work,0.20618556701030927
american,0.20618556701030927
man,0.20618556701030927
affairs,0.1958762886597938
troubles,0.1958762886597938
men,0.1958762886597938
arrested,0.1958762886597938
life,0.18556701030927836
new year,0.18556701030927836
suicide,0.18556701030927836
island,0.18556701030927836
intelligence,0.18556701030927836
old,0.17525773195876287
interests,0.17525773195876287
explosion,0.17525773195876287
washington,0.17525773195876287
chicago,0.17525773195876287
day,0.17525773195876287
letter,0.16494845360824742
west,0.16494845360824742
young,0.16494845360824742
house,0.16494845360824742
ice,0.16494845360824742
brooklyn,0.16494845360824742
service,0.15463917525773196
great,0.15463917525773196
topics,0.15463917525773196
railroad,0.15463917525773196
bank,0.14432989690721648
incoming,0.14432989690721648
state,0.14432989690721648
coal,0.14432989690721648
