new,1.0
deal,0.32682926829268294
city,0.3048780487804878
new york,0.2926829268292683
york,0.2926829268292683
irene,0.275609756097561
hurricane,0.24146341463414633
says,0.23658536585365852
big,0.22926829268292684
dies,0.2121951219512195
bank,0.1926829268292683
obama,0.1902439024390244
open,0.18292682926829268
perry,0.18048780487804877
case,0.18048780487804877
home,0.17560975609756097
debt,0.17317073170731706
china,0.15365853658536585
america,0.14146341463414633
jobs,0.14146341463414633
summer,0.13658536585365855
state,0.13658536585365855
school,0.12682926829268293
million,0.12682926829268293
plans,0.12682926829268293
hurricane irene,0.12682926829268293
long,0.12439024390243902
world,0.12195121951219512
court,0.12195121951219512
street,0.12195121951219512
takes,0.12195121951219512
time,0.12195121951219512
iowa,0.11951219512195121
way,0.11951219512195121
leader,0.11951219512195121
help,0.11463414634146342
art,0.11463414634146342
just,0.11219512195121951
house,0.11219512195121951
play,0.10975609756097561
chief,0.10975609756097561
gets,0.10975609756097561
music,0.1073170731707317
death,0.1073170731707317
life,0.1048780487804878
tax,0.1048780487804878
star,0.1024390243902439
wins,0.1024390243902439
plan,0.1024390243902439
good,0.1024390243902439
